id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive
92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433145,0.5885122,28.054567,24.3772242,81.6964286,2.879902,35.6094808,59.4243792,16.6478555,40.8013544,13.4875847,2.9909707,18.0521092,14.2946317,18.4837093,57.6970443,41.7589176,5.7692308,0.5345023,0.5797511,28.4780024,24.5541023,81.8240621,3.0172414,36.440678,58.5875706,16.779661,40.3954802,12.7118644,3.4463277,18.4701493,15.3125,18.8833124,58.9506173,42.2839506,6.25,0.713628,0.7578269,29.7438882,25.669383,83.0779055,3.0797101,35.2649007,58.4437086,16.2803532,40.1214128,13.0794702,3.4768212,19.4749695,16.297663,20.6790123,58.5054678,43.5072816,6.5972222
93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345023,0.5797511,28.4780024,24.5541023,81.8240621,3.0172414,36.440678,58.5875706,16.779661,40.3954802,12.7118644,3.4463277,18.4701493,15.3125,18.8833124,58.9506173,42.2839506,6.25,0.713628,0.7578269,29.7438882,25.669383,83.0779055,3.0797101,35.2649007,58.4437086,16.2803532,40.1214128,13.0794702,3.4768212,19.4749695,16.297663,20.6790123,58.5054678,43.5072816,6.5972222,0.7640471,0.8665528,30.8014354,26.4952153,82.4183007,2.6641884,35.0967008,58.7599545,15.4152446,39.9886234,12.2298066,2.7872582,19.3081761,16.3071066,21.8908629,57.1875,42.3316708,5.9859155
94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713628,0.7578269,29.7438882,25.669383,83.0779055,3.0797101,35.2649007,58.4437086,16.2803532,40.1214128,13.0794702,3.4768212,19.4749695,16.297663,20.6790123,58.5054678,43.5072816,6.5972222,0.7640471,0.8665528,30.8014354,26.4952153,82.4183007,2.6641884,35.0967008,58.7599545,15.4152446,39.9886234,12.2298066,2.7872582,19.3081761,16.3071066,21.8908629,57.1875,42.3316708,5.9859155,0.8520489,0.9584318,30.621118,25.7763975,82.0355191,2.6417526,32.8807556,57.674144,14.6989374,38.7839433,11.1570248,2.420307,19.593709,16.1184211,22.0976253,58.9192708,42.6623377,5.6818182
95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7640471,0.8665528,30.8014354,26.4952153,82.4183007,2.6641884,35.0967008,58.7599545,15.4152446,39.9886234,12.2298066,2.7872582,19.3081761,16.3071066,21.8908629,57.1875,42.3316708,5.9859155,0.8520489,0.9584318,30.621118,25.7763975,82.0355191,2.6417526,32.8807556,57.674144,14.6989374,38.7839433,11.1570248,2.420307,19.593709,16.1184211,22.0976253,58.9192708,42.6623377,5.6818182,1.1094378,1.2178715,30.7741117,25.571066,80.7692308,3.3508541,32.912154,57.5812274,14.9819495,40.4933815,10.8904934,2.7075812,19.7192513,16.1962366,22.885906,57.912234,42.5066313,6.0483871
96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8520489,0.9584318,30.621118,25.7763975,82.0355191,2.6417526,32.8807556,57.674144,14.6989374,38.7839433,11.1570248,2.420307,19.593709,16.1184211,22.0976253,58.9192708,42.6623377,5.6818182,1.1094378,1.2178715,30.7741117,25.571066,80.7692308,3.3508541,32.912154,57.5812274,14.9819495,40.4933815,10.8904934,2.7075812,19.7192513,16.1962366,22.885906,57.912234,42.5066313,6.0483871,1.1817269,1.3624498,29.4529262,24.4910941,81.6713483,3.3641161,31.9494585,58.543923,15.2226233,39.290012,10.2888087,2.8279182,18.5060565,15.6292287,23.2384824,57.6101469,42.276964,6.0
97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1094378,1.2178715,30.7741117,25.571066,80.7692308,3.3508541,32.912154,57.5812274,14.9819495,40.4933815,10.8904934,2.7075812,19.7192513,16.1962366,22.885906,57.912234,42.5066313,6.0483871,1.1817269,1.3624498,29.4529262,24.4910941,81.6713483,3.3641161,31.9494585,58.543923,15.2226233,39.290012,10.2888087,2.8279182,18.5060565,15.6292287,23.2384824,57.6101469,42.276964,6.0,1.1524164,1.33829,30.2096986,24.5740498,82.7809798,2.9093369,32.9826733,58.6014851,15.6559406,38.5519802,10.210396,3.1559406,17.9114799,15.5076495,23.8857939,58.0136986,42.2814208,6.3559322
98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1817269,1.3624498,29.4529262,24.4910941,81.6713483,3.3641161,31.9494585,58.543923,15.2226233,39.290012,10.2888087,2.8279182,18.5060565,15.6292287,23.2384824,57.6101469,42.276964,6.0,1.1524164,1.33829,30.2096986,24.5740498,82.7809798,2.9093369,32.9826733,58.6014851,15.6559406,38.5519802,10.210396,3.1559406,17.9114799,15.5076495,23.8857939,58.0136986,42.2814208,6.3559322,1.3627091,1.5463076,30.6847545,25.0,82.6732673,3.1333333,31.8459658,57.5183374,16.198044,38.5696822,10.3300733,3.1173594,18.73297,15.1577503,25.0342936,56.6126856,42.1938089,8.2608696
99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1524164,1.33829,30.2096986,24.5740498,82.7809798,2.9093369,32.9826733,58.6014851,15.6559406,38.5519802,10.210396,3.1559406,17.9114799,15.5076495,23.8857939,58.0136986,42.2814208,6.3559322,1.3627091,1.5463076,30.6847545,25.0,82.6732673,3.1333333,31.8459658,57.5183374,16.198044,38.5696822,10.3300733,3.1173594,18.73297,15.1577503,25.0342936,56.6126856,42.1938089,8.2608696,1.3040791,1.4894932,28.8411458,22.8515625,83.0496454,2.8975741,32.654321,57.4691358,15.8641975,37.4691358,9.4444444,2.7777778,18.088033,14.7099448,24.378453,57.4250681,39.7418478,8.1896552
100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3627091,1.5463076,30.6847545,25.0,82.6732673,3.1333333,31.8459658,57.5183374,16.198044,38.5696822,10.3300733,3.1173594,18.73297,15.1577503,25.0342936,56.6126856,42.1938089,8.2608696,1.3040791,1.4894932,28.8411458,22.8515625,83.0496454,2.8975741,32.654321,57.4691358,15.8641975,37.4691358,9.4444444,2.7777778,18.088033,14.7099448,24.378453,57.4250681,39.7418478,8.1896552,1.3056931,1.4294554,28.5435631,22.9518856,83.2152975,3.4366577,33.4363412,57.4165637,16.5018541,37.3918418,9.8269468,3.5228677,18.2005495,14.4337017,23.582296,58.3219645,39.5238095,8.677686
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3040791,1.4894932,28.8411458,22.8515625,83.0496454,2.8975741,32.654321,57.4691358,15.8641975,37.4691358,9.4444444,2.7777778,18.088033,14.7099448,24.378453,57.4250681,39.7418478,8.1896552,1.3056931,1.4294554,28.5435631,22.9518856,83.2152975,3.4366577,33.4363412,57.4165637,16.5018541,37.3918418,9.8269468,3.5228677,18.2005495,14.4337017,23.582296,58.3219645,39.5238095,8.677686,1.4388342,1.5619869,28.9507772,23.8989637,82.59362,3.6423841,34.6248462,57.2570726,17.5276753,38.0688807,10.3936039,3.8745387,17.0054201,13.9836289,24.3188011,56.1744966,40.0937082,9.4262295
102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3056931,1.4294554,28.5435631,22.9518856,83.2152975,3.4366577,33.4363412,57.4165637,16.5018541,37.3918418,9.8269468,3.5228677,18.2005495,14.4337017,23.582296,58.3219645,39.5238095,8.677686,1.4388342,1.5619869,28.9507772,23.8989637,82.59362,3.6423841,34.6248462,57.2570726,17.5276753,38.0688807,10.3936039,3.8745387,17.0054201,13.9836289,24.3188011,56.1744966,40.0937082,9.4262295,1.4640769,1.6520468,29.0131579,24.0131579,83.1690141,4.1105121,34.1051314,57.6345432,16.8335419,37.359199,10.4505632,3.8172716,18.5517241,14.6731572,25.5215577,58.4016393,39.0326975,9.7826087
103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4388342,1.5619869,28.9507772,23.8989637,82.59362,3.6423841,34.6248462,57.2570726,17.5276753,38.0688807,10.3936039,3.8745387,17.0054201,13.9836289,24.3188011,56.1744966,40.0937082,9.4262295,1.4640769,1.6520468,29.0131579,24.0131579,83.1690141,4.1105121,34.1051314,57.6345432,16.8335419,37.359199,10.4505632,3.8172716,18.5517241,14.6731572,25.5215577,58.4016393,39.0326975,9.7826087,1.4118896,1.4755839,30.7640751,25.4021448,82.6618705,4.3568465,34.7964377,56.4249364,16.3486005,37.3409669,11.0050891,3.8804071,18.0339463,14.5,25.3551136,57.5736325,38.8111888,10.0694444
104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4640769,1.6520468,29.0131579,24.0131579,83.1690141,4.1105121,34.1051314,57.6345432,16.8335419,37.359199,10.4505632,3.8172716,18.5517241,14.6731572,25.5215577,58.4016393,39.0326975,9.7826087,1.4118896,1.4755839,30.7640751,25.4021448,82.6618705,4.3568465,34.7964377,56.4249364,16.3486005,37.3409669,11.0050891,3.8804071,18.0339463,14.5,25.3551136,57.5736325,38.8111888,10.0694444,1.4034621,1.4654969,31.4863103,26.2711864,82.1527778,5.465587,33.8909542,57.1871128,16.6666667,37.6084263,10.4708798,3.6555143,18.4752747,14.3351801,25.6887052,57.0941337,39.5238095,8.9403974
105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4118896,1.4755839,30.7640751,25.4021448,82.6618705,4.3568465,34.7964377,56.4249364,16.3486005,37.3409669,11.0050891,3.8804071,18.0339463,14.5,25.3551136,57.5736325,38.8111888,10.0694444,1.4034621,1.4654969,31.4863103,26.2711864,82.1527778,5.465587,33.8909542,57.1871128,16.6666667,37.6084263,10.4708798,3.6555143,18.4752747,14.3351801,25.6887052,57.0941337,39.5238095,8.9403974,1.2814237,1.3448755,33.0872483,28.3892617,82.2740113,5.7320442,35.4245881,57.7313054,16.1596958,38.086185,10.7097592,3.8656527,17.0886076,14.1134752,24.3644068,58.4497207,38.9275766,7.1428571
106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4034621,1.4654969,31.4863103,26.2711864,82.1527778,5.465587,33.8909542,57.1871128,16.6666667,37.6084263,10.4708798,3.6555143,18.4752747,14.3351801,25.6887052,57.0941337,39.5238095,8.9403974,1.2814237,1.3448755,33.0872483,28.3892617,82.2740113,5.7320442,35.4245881,57.7313054,16.1596958,38.086185,10.7097592,3.8656527,17.0886076,14.1134752,24.3644068,58.4497207,38.9275766,7.1428571,1.2839138,1.3491029,34.6840659,30.4258242,81.0672515,5.9285714,34.4401042,56.5755208,16.3411458,38.7369792,11.0026042,4.2317708,17.5655977,12.9955947,25.0730994,58.3092486,39.3217893,6.1151079
107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2814237,1.3448755,33.0872483,28.3892617,82.2740113,5.7320442,35.4245881,57.7313054,16.1596958,38.086185,10.7097592,3.8656527,17.0886076,14.1134752,24.3644068,58.4497207,38.9275766,7.1428571,1.2839138,1.3491029,34.6840659,30.4258242,81.0672515,5.9285714,34.4401042,56.5755208,16.3411458,38.7369792,11.0026042,4.2317708,17.5655977,12.9955947,25.0730994,58.3092486,39.3217893,6.1151079,1.3046308,1.3690638,33.9017735,30.0818554,81.2954876,5.4765292,34.2985843,56.1776062,16.2805663,38.6743887,11.1325611,4.0540541,17.4384949,12.9008746,24.0902475,57.9512894,39.3266476,5.9440559
108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2839138,1.3491029,34.6840659,30.4258242,81.0672515,5.9285714,34.4401042,56.5755208,16.3411458,38.7369792,11.0026042,4.2317708,17.5655977,12.9955947,25.0730994,58.3092486,39.3217893,6.1151079,1.3046308,1.3690638,33.9017735,30.0818554,81.2954876,5.4765292,34.2985843,56.1776062,16.2805663,38.6743887,11.1325611,4.0540541,17.4384949,12.9008746,24.0902475,57.9512894,39.3266476,5.9440559,1.0740056,1.1412099,33.7837838,29.658606,82.0336391,5.7462687,34.5637584,56.1744966,16.3087248,38.3221477,11.3422819,4.3624161,17.7760968,13.1659056,22.7896341,59.0840841,37.4624625,4.7445255
109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046308,1.3690638,33.9017735,30.0818554,81.2954876,5.4765292,34.2985843,56.1776062,16.2805663,38.6743887,11.1325611,4.0540541,17.4384949,12.9008746,24.0902475,57.9512894,39.3266476,5.9440559,1.0740056,1.1412099,33.7837838,29.658606,82.0336391,5.7462687,34.5637584,56.1744966,16.3087248,38.3221477,11.3422819,4.3624161,17.7760968,13.1659056,22.7896341,59.0840841,37.4624625,4.7445255,0.8401966,0.8401966,33.3084948,29.5827124,83.0414013,5.1857585,35.2240896,54.6918768,17.2969188,38.0252101,11.2745098,4.6918768,17.0866142,13.0126183,22.0379147,60.046729,38.5514019,3.6290323
110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0740056,1.1412099,33.7837838,29.658606,82.0336391,5.7462687,34.5637584,56.1744966,16.3087248,38.3221477,11.3422819,4.3624161,17.7760968,13.1659056,22.7896341,59.0840841,37.4624625,4.7445255,0.8401966,0.8401966,33.3084948,29.5827124,83.0414013,5.1857585,35.2240896,54.6918768,17.2969188,38.0252101,11.2745098,4.6918768,17.0866142,13.0126183,22.0379147,60.046729,38.5514019,3.6290323,1.0087448,1.0087448,33.0015314,29.6324655,83.2242226,5.1424051,35.0864553,55.9798271,17.074928,37.3919308,10.7348703,4.3948127,17.7652733,12.7813505,21.5322581,61.544586,39.2515924,2.8688525
111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8401966,0.8401966,33.3084948,29.5827124,83.0414013,5.1857585,35.2240896,54.6918768,17.2969188,38.0252101,11.2745098,4.6918768,17.0866142,13.0126183,22.0379147,60.046729,38.5514019,3.6290323,1.0087448,1.0087448,33.0015314,29.6324655,83.2242226,5.1424051,35.0864553,55.9798271,17.074928,37.3919308,10.7348703,4.3948127,17.7652733,12.7813505,21.5322581,61.544586,39.2515924,2.8688525,0.9457145,0.9457145,31.8106312,28.986711,84.430605,3.8395904,35.4361371,54.9065421,16.2772586,36.2149533,11.4485981,4.4392523,17.6829268,12.1080139,22.1153846,62.908778,39.1566265,4.954955
112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0087448,1.0087448,33.0015314,29.6324655,83.2242226,5.1424051,35.0864553,55.9798271,17.074928,37.3919308,10.7348703,4.3948127,17.7652733,12.7813505,21.5322581,61.544586,39.2515924,2.8688525,0.9457145,0.9457145,31.8106312,28.986711,84.430605,3.8395904,35.4361371,54.9065421,16.2772586,36.2149533,11.4485981,4.4392523,17.6829268,12.1080139,22.1153846,62.908778,39.1566265,4.954955,0.8900332,0.8900332,31.6693944,28.396072,84.7593583,3.1302876,35.4615385,56.6923077,16.0769231,36.3846154,11.4615385,4.8461538,17.2443674,12.3488774,22.8695652,62.4143836,41.1111111,5.4621849
113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9457145,0.9457145,31.8106312,28.986711,84.430605,3.8395904,35.4361371,54.9065421,16.2772586,36.2149533,11.4485981,4.4392523,17.6829268,12.1080139,22.1153846,62.908778,39.1566265,4.954955,0.8900332,0.8900332,31.6693944,28.396072,84.7593583,3.1302876,35.4615385,56.6923077,16.0769231,36.3846154,11.4615385,4.8461538,17.2443674,12.3488774,22.8695652,62.4143836,41.1111111,5.4621849,1.0871023,1.0871023,33.0894309,29.6747967,84.6774194,3.6317568,35.4961832,56.7175573,15.648855,36.870229,11.3740458,4.5038168,17.357513,13.5111876,22.4436742,61.7546848,41.7517007,6.640625
114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900332,0.8900332,31.6693944,28.396072,84.7593583,3.1302876,35.4615385,56.6923077,16.0769231,36.3846154,11.4615385,4.8461538,17.2443674,12.3488774,22.8695652,62.4143836,41.1111111,5.4621849,1.0871023,1.0871023,33.0894309,29.6747967,84.6774194,3.6317568,35.4961832,56.7175573,15.648855,36.870229,11.3740458,4.5038168,17.357513,13.5111876,22.4436742,61.7546848,41.7517007,6.640625,1.2830285,1.2830285,34.4517185,30.5237316,83.9539007,3.6134454,35.3881279,55.4794521,15.6012177,35.2359209,11.6438356,4.0334855,16.8664384,13.032368,23.5445205,61.2711864,42.3141892,8.203125
115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871023,1.0871023,33.0894309,29.6747967,84.6774194,3.6317568,35.4961832,56.7175573,15.648855,36.870229,11.3740458,4.5038168,17.357513,13.5111876,22.4436742,61.7546848,41.7517007,6.640625,1.2830285,1.2830285,34.4517185,30.5237316,83.9539007,3.6134454,35.3881279,55.4794521,15.6012177,35.2359209,11.6438356,4.0334855,16.8664384,13.032368,23.5445205,61.2711864,42.3141892,8.203125,1.2413963,1.2413963,34.2022117,30.7266983,84.1337907,4.4861338,35.1251841,55.8910162,15.6848306,35.5670103,12.0029455,4.3446244,17.1641791,13.3499171,23.7104825,60.6085526,43.1967213,7.4468085
116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2830285,1.2830285,34.4517185,30.5237316,83.9539007,3.6134454,35.3881279,55.4794521,15.6012177,35.2359209,11.6438356,4.0334855,16.8664384,13.032368,23.5445205,61.2711864,42.3141892,8.203125,1.2413963,1.2413963,34.2022117,30.7266983,84.1337907,4.4861338,35.1251841,55.8910162,15.6848306,35.5670103,12.0029455,4.3446244,17.1641791,13.3499171,23.7104825,60.6085526,43.1967213,7.4468085,1.3296472,1.3296472,35.0506757,31.5033784,83.8262477,3.968254,34.148265,56.2302839,14.1167192,34.9369085,11.5930599,4.022082,17.0535714,13.6851521,23.4290844,59.5914742,43.8053097,7.3643411
117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2413963,1.2413963,34.2022117,30.7266983,84.1337907,4.4861338,35.1251841,55.8910162,15.6848306,35.5670103,12.0029455,4.3446244,17.1641791,13.3499171,23.7104825,60.6085526,43.1967213,7.4468085,1.3296472,1.3296472,35.0506757,31.5033784,83.8262477,3.968254,34.148265,56.2302839,14.1167192,34.9369085,11.5930599,4.022082,17.0535714,13.6851521,23.4290844,59.5914742,43.8053097,7.3643411,1.2634867,1.2634867,36.4220183,32.3853211,84.0361446,3.9272031,34.0986395,54.5068027,14.5408163,35.7993197,11.6496599,3.9965986,16.7961165,13.7159533,22.5585938,58.3976834,43.75,12.4
118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296472,1.3296472,35.0506757,31.5033784,83.8262477,3.968254,34.148265,56.2302839,14.1167192,34.9369085,11.5930599,4.022082,17.0535714,13.6851521,23.4290844,59.5914742,43.8053097,7.3643411,1.2634867,1.2634867,36.4220183,32.3853211,84.0361446,3.9272031,34.0986395,54.5068027,14.5408163,35.7993197,11.6496599,3.9965986,16.7961165,13.7159533,22.5585938,58.3976834,43.75,12.4,1.6503535,1.6503535,37.1052632,32.8947368,82.9807692,4.6961326,33.7947883,53.990228,14.7394137,37.5407166,10.504886,3.990228,16.7903525,14.2723881,22.752809,57.7634011,45.0276243,10.8208955
119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2634867,1.2634867,36.4220183,32.3853211,84.0361446,3.9272031,34.0986395,54.5068027,14.5408163,35.7993197,11.6496599,3.9965986,16.7961165,13.7159533,22.5585938,58.3976834,43.75,12.4,1.6503535,1.6503535,37.1052632,32.8947368,82.9807692,4.6961326,33.7947883,53.990228,14.7394137,37.5407166,10.504886,3.990228,16.7903525,14.2723881,22.752809,57.7634011,45.0276243,10.8208955,1.8804213,1.8804213,37.0259481,33.0339321,83.4429825,5.1578947,31.2615955,50.742115,14.5640074,34.7866419,9.9257885,3.2467532,19.5147679,15.4584222,22.7078891,58.2105263,43.592437,13.0252101
